;word;synonim
4398;импульс;['стимул', 'толчок', 'побуждение', 'радиоимпульс', 'видеоимпульс']
4399;киевский;[]
4400;классика;['традиция', 'киноклассика']
4401;крошечный;['маленький', 'мельчайший', 'малехонький', 'малешенький', 'крохотный']
4402;крыса;['грызун', 'щур', 'ондатра', 'гофер', 'млекопитающее']
4403;крючок;['крюк', 'крючья', 'закорючка', 'крючочек', 'отмычка']
4404;культ;['почитание', 'поклонение', 'обожествление', 'зоолатрия', 'митраизм']
4405;минеральный;['минераловый', 'роттизит', 'столовый', 'зельтерский']
4406;натянуть;[]
4407;неудобно;['дискомфортно', 'неуместно', 'неловко', 'малоудобно', 'стыдно']
4408;обвинить;[]
4409;объятие;[]
4410;отличать;[]
4411;переписка;['корреспонденция', 'перебелка', 'копирование', 'переписывание', 'шифрография']
4412;подбирать;[]
4413;превращать;[]
4414;расспрашивать;[]
4415;санаторий;['здравница', 'тубсанаторий', 'спецсанаторий', 'курорт']
